,Title,Artist,Album,Audio_Filename,Lyrics,Category,Cluster
396,Expecting to Fly,Buffalo Springfield,Buffalo Springfield Again,474.mp3,"There you stood on the edge of your feather, 
     Expecting to fly. 
     While I laughed, I wondered whether 
     I could wave goodbye, 
     Knowin' that you'd gone. 
     By the summer it was healing, 
     We had said goodbye. 
     All the years we'd spent with feeling 
     Ended with a cry, 
     Babe, ended with a cry, 
     Babe, ended with a cry. 
      
     I tried so hard to stand 
     As I stumbled and fell to the ground. 
     So hard to laugh as I fumbled 
     And reached for the love I found, 
     Knowin' it was gone. 
     If I never lived without you, 
     Now you know I'd die. 
     If I never said I loved you, 
     Now you know I'd try, 
     Babe, now you know I'd try. 
     Babe, now you know I'd try, 
     Babe.
 ",Bittersweet,Cluster 3
397,Boy With the Thorn in His Side,Smiths,Queen Is Dead,475.mp3,"The boy with the thorn in his side
Behind the hatred there lies
A murderous desire for love
How can they look into my eyes
And still they don't believe me ?
How can they hear me say those words
Still they don't believe me ?
And if they don't believe me now
Will they ever believe me ?
And if they don't believe me now
Will they ever, they ever, believe me ?
Oh no ...
Oh ...

The boy with the thorn in his side
Behind the hatred there lies
A plundering desire for love
How can they see the love in our eyes
And still they don't believe us ?
And after all this time, ah
They don't want to believe us
And if they don't believe us now
Will they ever believe us ?
And when you want to live
How do you start ?
Where do you go ?
Who do you need to know ?
Oh no no no ...


Oh ...
Oh no ...
Oh ...
La ...
 ",Bittersweet,Cluster 3
398,1952 Vincent Black Lightning,"Thompson, Richard [1]",Rumor and Sigh,476.mp3,"(Richard Thompson)
Oh says Red Molly to James ""That's a fine motorbike.
A girl could feel special on any such like""
Says James to Red Molly ""My hat's off to you
It's a Vincent Black Lightning, 1952.
And I've seen you at the corners and cafes it seems
Red hair and black leather, my favourite colour scheme""
And he pulled her on behind and down to Boxhill they did ride
Oh says James to Red Molly ""Here's a ring for your right hand
But I'll tell you in earnest I'm a dangerous man.
For I've fought with the law since I was seventeen,
I robbed many a man to get my Vincent machine.
Now I'm 21 years, I might make 22
And I don't mind dying, but for the love of you.
And if fate should break my stride
Then I'll give you my Vincent to ride""

""Come down, come down, Red Molly"" called Sergeant McRae
""For they've taken young James Adie for armed robbery.
Shotgun blast hit his chest, left nothing inside.
Oh come down, Red Molly to his dying bedside""
When she came to the hospital, there wasn't much left
He was running out of road, he was running out of breath
But he smiled to see her cry
He said ""I'll give you my Vincent to ride""

Says James ""In my opinion, there's nothing in this world
Beats a 52 Vincent and a red headed girl.
Now Nortons and Indians and Greeves won't do,
Ah, they don't have a soul like a Vincent 52""
Oh he reached for her hand and he slipped her the keys
Said ""I've got no further use for these.
I see angels on Ariels in leather and chrome,
Swooping down from heaven to carry me home""
And he gave her one last kiss and died
And he gave her his Vincent to ride.
 ",Bittersweet,Cluster 3
399,Heroin,Velvet Underground & Nico,Velvet Underground & Nico,477.mp3,"I don't know just where I'm going
But I'm gonna try for the kingdom, if I can 
'Cause it makes me feel like I'm a man
When I put a spike into my vein
And I'll tell ya, things aren't quite the same 
When I'm rushing on my run
And I feel just like Jesus' son
And I guess that I just don't know
And I guess that I just don't know

I have made the big decision
I'm gonna try to nullify my life
'Cause when the blood begins to flow
When it shoots up the dropper's neck
When I'm closing in on death
And you can't help me now, you guys
And all you sweet girls with all your sweet talk 
You can all go take a walk
And I guess that I just don't know
And I guess that I just don't know

I wish that I was born a thousand years ago 
I wish that I'd sail the darkened seas
On a great big clipper ship
Going from this land here to that
In a sailor's suit and cap
Away from the big city
Where a man can not be free
Of all of the evils of this town
And of himself, and those around
Oh, and I guess that I just don't know 
Oh, and I guess that I just don't know

Heroin, be the death of me
Heroin, it's my wife and it's my life 
Because a mainer to my vein
Leads to a center in my head
And then I'm better off and dead 
Because when the smack begins to flow 
I really don't care anymore
About all the Jim-Jim's in this town 
And all the politicians makin' busy sounds 
And everybody puttin' everybody else down 
And all the dead bodies piled up in mounds
'Cause when the smack begins to flow
Then I really don't care anymore
Ah, when the heroin is in my blood
And that blood is in my head
Then thank God that I'm as good as dead 
Then thank your God that I'm not aware 
And thank God that I just don't care
And I guess I just don't know
And I guess I just don't know
 ",Bittersweet,Cluster 3
400,Downtown Train,"Waits, Tom",Rain Dogs,478.mp3,"Outside another yellow moon 
Has punched a hole in the nighttime, yes
I climb through the window and down to the street
I'm shining like a new dime
The downtown trains are full with all of those Brooklyn girls
They try so hard to break out of their little worlds

Well you wave your hand and they scatter like crows
They have nothing that will ever capture your heart
They're just thorns without the rose
Be careful of them in the dark
Oh, if I was the one you chose to be your only one
Oh baby can't you hear me now, can't you hear me now

Will I see you tonight on a downtown train
Every night it's just the same, you leave me lonely now

I know your window and I know it's late
I know your stairs and your doorway
I walk down your street and past your gate
I stand by the light at the four-way
You watch them as they fall, oh baby, they all have heart attacks
They stay at the carnival, but they'll never win you back

Will I see you tonight on a downtown train
Where every night, every night it's just the same, oh baby 
Will I see you tonight on a downtown train
All of my dreams they fall like rain, oh baby on a downtown train

Will I see you tonight on a downtown train
Where every night, every night it's just the same, oh baby 
Will I see you tonight on a downtown train
All of my dreams just fall like rain, all on a downtown train
All on a downtown train, all on a downtown train
All on a downtown train, a downtown train
 ",Bittersweet,Cluster 3
401,Accidentally Like a Martyr,"Zevon, Warren",Excitable Boy,479.mp3,"The phone don't ring
And the sun refused to shine
Never thought I'd have to pay so dearly
For what was already mine
For such a long, long time

We made mad love
Shadow love
Random love
And abandoned love
Accidentally like a martyr
The hurt gets worse and the heart gets harder

The days slide by
Should have done, should have done, we all sigh
Never thought I'd ever be so lonely
After such a long, long time
Time out of mind

We made mad love
Shadow love
Random love
And abandoned love
Accidentally like a martyr
The hurt gets worse and the heart gets harder
 
",Bittersweet,Cluster 3
402,Dallas,"Flatlanders, The",More a Legend Than a Band,480.mp3,"Did you ever see Dallas from a DC-9 at night?
Well Dallas is a jewel, oh yeah, Dallas is a beautiful sight.
And Dallas is a jungle but Dallas gives a beautiful light.
Did you ever see Dallas from a DC-9 at night?

Well, Dallas is a woman who will walk on you when you're down.
But when you are up, she's the kind you want to take around.
But Dallas ain't a woman to help you get your feet on the ground.
Yes Dallas is a woman who will walk on you when you're down.


Well, I came into Dallas with the bright lights on my mind,
But I came into Dallas with a Dollar and a dime.

Dallas is a rich man with a death wish in his eye
A steel and concrete soul with a warm hearted love disguise
A rich man who tends to believe in his own lies
Dallas is a rich man with a death wish in his eyes
 
",Bittersweet,Cluster 3
403,Seeing Other People,Belle & Sebastian,If You're Feeling Sinister,481.mp3,"We lay on the bed there
Kissing just for practice
Could we please be objective?
Cause the other boys are queuing up behind us
A hand over my mouth
A hand over the window
Well, if I remain passive and you just want to cuddle
Then we should be ok, and we won't get into trouble
Cause we're seeing other people
At least that's what we say we are doing

How are you feeling?
I don't think you can be dealing
With the situation very well
You take a lover for a dirty weekend, that's ok
But when it's over
You are looking at the working week in the eyes of a gigolo

You're kissing your elbow
You're kissing your reflection
And you can't understand why all the other boys are going for the
New, tall, elegant rich kids
I'll admit it is a bitch, kid
But if they don't see the quality then it is apparent that
You're going to have to change
Or you're going to have to go with girls
You might be better off
At least they know what they're doing

We lay on the bed there
Kissing just for practice
Could we please be objective?
Cause the other boys are queuing up behind us
A hand over my mouth
A hand over the window
Well, if I remain passive and you just want to cuddle
Then we should be ok, and we won't get into trouble
Cause we're seeing other people
At least that's what we say we are doing
 ",Bittersweet,Cluster 3
404,Black Steel in the Hour of Chaos,Public Enemy,It Takes a Nation of Millions to Hold Us Back,482.mp3,"I got a letter from the government
        The other day
        I opened and read it
        It said they were suckers
        They wanted me for their army or whatever
        Picture me given' a damn - I said never
        Here is a land that never gave a damn
        About a brother like me and myself
        Because they never did
        I wasn't wit' it, but just that very minute...
        It occured to me
        The suckers had authority
        Cold sweatin' as I dwell in my cell
        How long has it been?
        They got me sittin' in the state pen
        I gotta get out - but that thought was thought before
        I contemplated a plan on the cell floor
        I'm not a fugitive on the run
        But a brother like me begun - to be another one
        Public enemy servin' time - they drew the line y'all
        To criticize me some crime - never the less
        They could not understand that I'm a Black man
        And I could never be a veteran
        On the strength, the situation's unreal
        I got a raw deal, so I'm goin' for the steel

        They got me rottin' in the time that I'm servin'
        Tellin' you what happened the same time they're throwin'
        4 of us packed in a cell like slaves - oh well
        The same motherfucker got us livin' is his hell
        You have to realize - what its a form of slavery
        Organized under a swarm of devils
        Straight up - word'em up on the level
        The reasons are several, most of them federal
        Here is my plan anyway and I say
        I got gusto, but only some I can trust - yo
        Some do a bid from 1 to 10
        And I never did, and plus I never been
        I'm on a tier where no tears should ever fall
        Cell block and locked - I never clock it y'all
        'Cause time and time again time
        They got me servin' to those and to them
        I'm not a citizen
        But ever when I catch a C-O
        Sleepin' on the job - my plan is on go-ahead
        On the strength, I'ma tell you the deal
        I got nothin' to lose
        'Cause I'm goin' for the steel

        You know I caught a C-O
        Fallin' asleep on death row
        I grabbed his gun - then he did what I said so
        And everyman's got served
        Along with the time they served
        Decency was deserved
        To understand my demands
        I gave a warnin' - I wanted the governor, y'all
        And plus the warden to know
        That I was innocent -
        Because I'm militant
        Posing a threat, you bet it's fuckin' up the government
        My plan said I had to get out and break north
        Just like with Oliver's neck
        I had to get off - my boys had the feds in check
        They couldn't do nuthin'
        We had a force to instigate a prison riot
        This is what it takes for peace
        So I just took the piece
        Black for Black inside time to cut the leash
        Freedom to get out - to the ghetto - no sell out
        6 C-Os we got we ought to put their head out
        But I'll give 'em a chance, cause I'm civilized
        As for the rest of the world, they can't realize
        A cell is hell - I'm a rebel so I rebel
        Between bars, got me thinkin' like an animal
        Got a woman C-O to call me a copter
        She tried to get away, and I popped her
        Twice, right
        Now who wanna get nice?
        I had 6 C-Os, now it's 5 to go
        And I'm serious - call me delirious
        But I'm still a captive
        I gotta rap this
        Time to break as time grows intense
        I got the steel in my right hand
        Now I'm lookin' for the fence

        I ventured into the courtyard
        Followed by 52 brothers
        Bruised, battered, and scarred but hard
        Goin' out with a bang
        Ready to bang out
        But power from the sky
        And from the tower shots rang out
        A high number of dose - yes
        And some came close
        Figure I trigger my steel
        Stand and hold my post
        This is what I mean - an anti-nigger machine
        If I come out alive and then they won't - come clean
        And then I threw up my steel bullets - flew up
        Blew up, who shot...
        What, who, the bazooka was who
        And to my rescue, it was the S1Ws
        Secured my getaway, so I just gotaway
        The joint broke, from the black smoke
        Then they saw it was rougher thatn the average bluffer
        'Cause the steel was black, the attitude exact
        Now the chase is on tellin' you to c'mon
        53 brothers on the run, and we are gone
 ",Bittersweet,Cluster 3
405,Where It's At,Beck,Odelay,483.mp3,"There's a destination a little up the road
From the habitations and the towns we know
A place we saw the lights turn low
Jig-saw jazz and the get-fresh flow

Pulling out jives and jamboree handouts
Two turntables and a microphone
Bottles and cans and just clap your hands and just clap your hands

Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone

Take me home in my elevator bones!
That was a good drum break

Pick yourself up off the side of the road
With your elevator bones and your whip-flash tones
Members only, hyponotizers
Move through the room like ambulance drivers
Shine your shoes with your microphone blues
Hirsutes with your parachute flutes
Passing the dutchie from coast to coast
Let the man Gary Wilson rock the most

Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone

What about those who swing both ways: AC-DC's

Two turntables and a microphone
Two turntables and a microphone
Two turntables and a microphone
Two turntables and a microphone
Two turntables and a microphone
Two turntables and a microphone

Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone

Oh, dear me. Make Out City is a two-horse town
That's beautiful, Dad
Get my microphone

There's a destination a little up the road
From the habitations and the towns we know
A place we saw the lights turn low
Jig-saw jazz and the get-fresh flow
Pulling out jives and jamboree handouts
Two turntables and a microphone
Bottles and cans and just clap your hands and just clap your hands

Where it's at
I got two turntables and a microphone
Where it's at
I got two turntables and a microphone

I got plastic on my mind
Telephone plastic baby
 ",Bittersweet,Cluster 3
406,Can't Find My Way Home,Blind Faith,Blind Faith,484.mp3,"Come down off your throne and leave your body alone.
Somebody must change.
You are the reason Ive been waiting so long.
Somebody holds the key.

But Im near the end and I just aint got the time
And Im wasted and I cant find my way home.

Come down on your own and leave your body alone.
Somebody must change.
You are the reason Ive been waiting all these years.
Somebody holds the key.

Chorus

But I cant find my way home.
But I cant find my way home.
But I cant find my way home.
But I cant find my way home.
Still I cant find my way home,
And I aint done nothing wrong,
But I cant find my way home.",Bittersweet,Cluster 3
407,Last Goodbye,"Buckley, Jeff",Grace,485.mp3,"This is our last goodbye
I hate to feel the love between us die
But it's over
Just hear this before I go
You gave me more to live for
More than you'll ever know
This is our last embrace
Must I dream and always see your face?
Why can't we overcome this and more?
Baby, maybe its 'cause you didn't know me at all
Kiss me, please kiss me
But kiss me out of desire, babe, not consolation
Oh, you know it makes me so angry
Cause I know that in time, I'll only make you cry
This is our last goodbye
Did you say, ""No, this can't happen to me""
Did you rush to the phone to call
Was there a voice unkind in the back of your mind
Saying maybe you didn't know him at all
Well, the bells out in the church tower chime
Burning clues into this heart of mine
Thinking so hard on her soft eyes
And the memories offer signs that it's over
Over...
 ",Bittersweet,Cluster 3
408,Don't Dream It's Over,Crowded House,Crowded House,486.mp3,"There is freedom within, there is freedom without
Try to catch the deluge in a paper cup
There's a battle ahead, many battles are lost
But you'll never see the end of the road
While you're travelling with me
Hey now, hey now
Don't dream it's over
Hey now, hey now
When the world comes in
They come, they come
To build a wall between us
We know they won't win
Now I'm towing my car, there's a hole in the roof
My possessions are causing me suspicion but there's no proof
In the paper today tales of war and of waste
But you turn right over to the T.V. page
Hey now, hey now
Don't dream it's over
Hey now, hey now
When the world comes in
They come, they come
To build a wall between us
We know they won't win
Now I'm walking again to the beat of a drum
And I'm counting the steps to the door of your heart
Only shadows ahead barely clearing the roof
Get to know the feeling of liberation and release
Hey now, hey now
Don't dream it's over
Hey now, hey now
When the world comes in
They come, they come
To build a wall between us
We know they won't win
Don't let them win
(Hey now, hey now)
(Hey now, hey now)
 ",Brooding,Cluster 3
409,Ballad of el Goodo,Big Star,#1 Record/Radio City,487.mp3,"Years ago, my heart was set to live, oh
But I've been trying hard against unbelievable odds
It gets so hard at times like now to hold on
My guns they're waiting to be stuck by
At my side is God

And there ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round

There's people around who tell you that they know
The places where they send you, and it's easy to go
They'll zip you up and dress you down
Stand you in a row
But you know you don't have to
You can just say no

And there ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round

I've been built up and trusted
Broke down and busted
But they'll get theirs and we'll get ours
Just if we can
Just, ah, hold on
Hold on
Hold on
Hold on

Years ago my heart was set to live, oh
But I've been trying hard against strong odds
It gets so hard at times like now to hold on
Well, I'll fall if I don't fight
And at my side is God

Ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round
Ain't no one gonna turn me 'round
Hold on
Hold on
Hold on
Hold on

[alternate lines of last verse:]
Years ago I was all set to go
And I've been trying hard against long odds
It gets so hard at times like this to even hang around
I can either stand or fall
And I believe I'm gonna stand tall
 ",Brooding,Cluster 3
410,Thirteen,Big Star,#1 Record/Radio City,488.mp3,"Won't you let me walk you home from school?
Won't you let me meet you at the pool?
Maybe Friday I can
Get tickets for the dance
And I'll take you, ooh ooh

Won't you tell your dad to get off my back?
Tell him what we said about Paint It Black
Rock and roll is here to stay
Come inside where it's okay
And I'll shake you, ooh ooh

Won't you tell me what you're thinking of?
Would you be an outlaw for my love?
If it's over let me know
If it's nowhere I can go
I won't make you, ooh ooh",Brooding,Cluster 3
411,If,Bread [1],Manna,489.mp3,"If a picture paints a thousand words,
Then why can't I paint you?
The words will never show the you I've come to know.
If a face could launch a thousand ships,
Then where am I to go? 
There's no one home but you,
You're all that's left me too.
And when my love for life is running dry,
You come and pour yourself on me.

If a man could be two places at one time,
I'd be with you.
Tomorrow and today, beside you all the way.
If the world should stop revolving spinning slowly down to die,
I'd spend the end with you.
And when the world was through,
Then one by one the stars would all go out,
Then you and I would simply fly away
 ",Brooding,Cluster 3
412,Crying,"Orbison, Roy",For the Lonely: 18 Greatest Hits,490.mp3,"I was all right for a while, I could smile for a while
But I saw you last night, you held my hand so tight
As you stopped to say ""Hello""
Aw you wished me well, you couldn't tell

That I'd been crying over you, crying over you
Then you said ""so long"". left me standing all alone
Alone and crying, crying, crying crying
It's hard to understand but the touch of your hand
Can start me crying

I thought that I was over you but it's true, so true
I love you even more than I did before but darling what can I do
For you don't love me and I'll always be

Crying over you, crying over you
Yes, now you're gone and from this moment on
I'll be crying, crying, crying, crying
Yeah crying, crying, over you
 ",Brooding,Cluster 3
413,Long Black Veil,"Frizzell, Lefty",Best of Lefty Frizzell,491.mp3,"Ten years ago on a cold dark night
There was someone was killed neath the town hall light
There were few at the scene but they all agreed
That the slayer who ran looked a lot like me

The judge said son what is your alibi
If you were somewhere else then you won't have to die
I spoke not a word though it meant my life
For I had been in the arms of my best friend's wife

She walks these hills in a long black veil
She visits my grave when the night winds wail
Nobody knows nobody sees nobody knows but me

The scaffold was high and eternity near
She stood in the crowd and shed not a tear
But sometimes at night when the cold wind moans
In the long black veil she cries o'er my bones

She walks these hills in a long black veil
She visits my grave when the night winds wail
Nobody knows nobody sees nobody knows but me
 ",Brooding,Cluster 3
414,Walk Away Renee,Left Banke,There's Gonna Be a Storm: The Complete Recordings 1966-69,492.mp3,"And when I see the sign that
points one way
The lot we used to pass by
every day

(Chorus):
Just walk away Renee, 
You won't see me follow you back home
The empty sidewalks on my
block are not the same
You're not to blame

From deep inside the tears that
I'm forced to cry
From deep inside the pain I
I chose to hide

(Chorus)
Now as the rain beats down
upon my weary eyes
For me it cries

(Solo)

(Chorus)

Your name and mine inside 
a heart upon a wall
Still finds a way to haunt me,
though they're so small

(Chorus)
 
",Brooding,Cluster 3
415,What's He Doing in My World,"Arnold, Eddy",Best of Eddy Arnold [RCA],493.mp3,"What's he doin' in my world 
What's he doin' holdin' my world
If he's not more than just a friend 
Why were you kissin' him
And what's he doin' in my world

What's he doin' in my world 
Did you tell him that you're my girl
If your love is really true 
Tell him my world's made for two
What's he doin' in my world

Oh don't let me keep on wonderin' 
Just what you're gonna do
Wondering if the one I love 
Loves somebody new

What's he doin' in my world 
We don't need him here in our world
So if it's true he's just a friend 
Explain those kisses you gave him
And what's he doin' in my world
 ",Brooding,Cluster 3
416,Sweet Lady Mary,Faces,Best of Faces: Good Boys When They're Asleep,494.mp3,"Sweet Lady Mary has to rest her poor head
Wakes in the morning with her breakfast in bed
I tried to help her, but I did not know how
I tried to love her, but it's all over now
Nothing left to comfort me, except a sunny day
Steal away, steal away

Over the stones along the dusty old road
With every footstep one more tale is told
With every turning one more side to see
Sweet Lady Mary's seen the last of me
A lesson is learnt, I'll never come this way again
I'll steal away, steal away

Her Spanish habits are so hard to forget
The lady lied with every breath, I accept
Was a matter of time before my face did not fit
I knew all along I'd have to quit.
Anyway now, I better not waste anymore of your time
I'll steal away, steal away

I think I'll go back home and start all again
Where the Gulf Stream waters tend to ease the pain
And on a new day when I've mended the wound
Sweet Lady Mary's gate I swear I'll be bound
But before I sit down again and waste anymore of your time
I better steal away, steal away

Ooh-hoo
Steal away-ay.
 ",Brooding,Cluster 3
417,Hot Burrito No. 1,Flying Burrito Brothers,Gilded Palace of Sin,495.mp3,"You may be sweet and nice

But that won't keep you warm at night

'Cause I'm the one who showed you how to do the things you're doing now

He may feel all your charms

He may hold you in his arms

But I'm the one who let you in 

I was right beside you then



Once upon a time you let me feel you deep inside

And nobody knew and nobody saw

Do you remember the way you cried

I'm your toy I'm your old boy

But I don't want no-one but you

To love me no I wouldn't lie

You know I'm that kind of guy",Brooding,Cluster 3
418,Amanda,"Jennings, Waylon",Ramblin' Man,496.mp3,"I've held it all inward, God knows, I've tried,
But it's an awful awakening in a country boy's life,
To look in the mirror in total surprise.
At the hair on my shoulders and the age in my eyes. 

Amanda, light of my life.
Fate should have made you a gentleman's wife.
Amanda, light of my life. 
Fate should have made you a gentleman's wife.

It's a measure of people who don't understand,
The pleasures of life in a hillbilly band.
I got my first guitar when I was fourteen, 
Well I finally made forty, still wearing jeans.

Amanda, light of my life.
Fate should have made you a gentleman's wife.
Amanda, light of my life. 
Fate should have made you a gentleman's wife.
 ",Brooding,Cluster 3
419,Darling Be Home Soon,Lovin' Spoonful,Greatest Hits [Buddha],497.mp3,"Come
And talk of all the things we did today
Here
And laugh about our funny little ways
While we have a few minutes to breathe
Then I know that it's time you must leave

But darling be home soon
I couldn't bear to wait an extra minute if you dawdled
My darling be home soon
It's not just these few hours but I've been waiting since I toddled
For the great relief of having you to talk to
And now
A quarter of my life is almost past
I think I've come to see myself at last
And I see that the time spent confused
Was the time that I spent without you
And I feel myself in bloom

So darling be home soon
I couldn't bear to wait an extra minute if you dawdled
My darling be home soon
It's not just these few hours but I've been waiting since I toddled
For the great relief of having you to talk to

Darling be home soon
I couldn't bear to wait an extra minute if you dawdled
My darling be home soon
It's not just these few hours but I've been waiting since I toddled
For the great relief of having you to talk to

Go
And beat your crazy head against the sky
Try
And see beyond the houses and your eyes
It's ok to shoot the moon

So darling
My darling be home soon
I couldn't bear to wait an extra minute if you dawdled
My darling be home soon
It's not just these few hours but I've been waiting since I toddled
For the great relief of having you to talk to
 ",Brooding,Cluster 3
420,My Favorite Things,"Coltrane, John",My Favorite Things,498.mp3,"Raindrops on roses and
Whiskers on kittens
Bright copper kettles and
Warm woolen mittens
Brown paper packages
Tied up with strings
These are a few of
My favorite things

Cream colored ponies and
Crisp apple strudels
Door bells and sleigh bells
And schnitzel with noodles
Wild geese that fly with
The moon on their wings
These are a few of
My favorite things

Girls in white dresses
With blue satin sashes
Snowflakes that stay on
My nose and eyelashes
Silver white winters
That melt into springs
These are a few of
My favorite things

When the dog bites
When the bee stings
When i'm feeling sad
I simply remember
My favorite things
And then i don't feel so bad.",Brooding,Cluster 3
421,My Elusive Dreams,"Houston, David",Best of David Houston [Collectors' Choice],499.mp3,"I followed you to Texas
I followed you to Utah
We didnt find it there
So we moved on

I followed you to Alabam
Things looked good in Birmingham
We didnt find it there
So, we moved on

I know you're tired of following
My elusive dreams and schemes
For they're only fleeting things
My elusive dreams

I had your child in Memphis
You heard of work in Nashville
We didnt find it there
So we moved on

To a small farm in Nebraska
To a gold mine in Alaska
We didn't find it there
So we moved on

And now we've left Alaska
Because there was no gold there
But this time
Only two of us, moved on

Now all we have is each other
And a little memory to cling to
And still you won't let me
Go on alone

I know you're tired of following
My elusive dreams and schemes
For they're only fleeting things
My elusive dreams

For they're only fleeting things
My elusive dreams
 ",Brooding,Cluster 3
422,Sweet Lorraine,"Cole, Nat King","Best of the Nat King Cole Trio: The Vocal Classics, Vol. 1 (1942-1946)",500.mp3,"Ev'rything is set, skies are blue,
Can't believe it yet, but it's true, 
I'll give you just one guess, 
My sweet Lorraine said ""Yes;""
Waiting for the time, soon to be, 
When the bells will chime merrily,
 
(I'm so happy,)When it's raining I don't miss the sun, 
For it's in my sweeties smile,
Just think that I'm the lucky one 
Who will lend her down the aisle;
Each night I pray 
That nobody steals her heart away, 
Just can't wait until that happy day,
When I mary sweet Lorraine.
 
Ev'rything is set, skies are blue,
Can't believe it yet, but it's true, 
I'll give you just one guess, 
My sweet Lorraine said ""Yes;""
Waiting for the time, soon to be, 
When the bells will chime merrily,
 
(I'm so happy,)When it's raining I don't miss the sun, 
For it's in my sweeties smile,
Just think that I'm the lucky one 
Who will lend her down the aisle;
Each night I pray 
That nobody steals her heart away, 
Just can't wait until that happy day,
When I marry sweet Lorraine.
 ",Brooding,Cluster 3
423,Sound of Silence,Simon & Garfunkel,Best of Simon & Garfunkel,501.mp3,"Hello darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains
Within the sound of silence

In restless dreams I walked alone
Narrow streets of cobblestone
Beneath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of
A neon light
That split the night
And touched the sound of silence

And in the naked light I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never share
And no one dared
Disturb the sound of silence

Fools said I, you do not know
Silence like a cancer grows
Hear my words that I might teach you
Take my arms that I might reach you
But my words like silent raindrops fell
And echoed
In the wells of silence

And the people bowed and prayed
To the neon God they made
And the sign flashed out its warning
In the words that it was forming
And the signs said, the words of the prophets
Are written on the subway walls
And tenement halls
And whispered in the sounds of silence
 ",Brooding,Cluster 3
424,Homeward Bound,Simon & Garfunkel,Best of Simon & Garfunkel,502.mp3,"I'm sitting in the railway station.
Got a ticket to my destination.
On a tour of one-night stands my suitcase and guitar in hand.
And every stop is neatly planned for a poet and a one-man band.
Homeward bound,
I wish I was,
Homeward bound,
Home where my thought's escaping,
Home where my music's playing,
Home where my love lies waiting
Silently for me.

Every day's an endless stream
Of cigarettes and magazines.
And each town looks the same to me, the movies and the factories
And every stranger's face I see reminds me that I long to be,
Homeward bound,
I wish I was,
Homeward bound,
Home where my thought's escaping,
Home where my music's playing,
Home where my love lies waiting
Silently for me.

Tonight I'll sing my songs again,
I'll play the game and pretend.
But all my words come back to me in shades of mediocrity
Like emptiness in harmony I need someone to comfort me.
Homeward bound,
I wish I was,
Homeward bound,
Home where my thought's escaping,
Home where my music's playing,
Home where my love lies waiting
Silently for me.
Silently for me.
 ",Brooding,Cluster 3
425,My Funny Valentine,"Davis, Miles Quintet",Cookin' [Bonus Track],503.mp3,"My funny Valentine
Sweet comic Valentine
You make me smile with my heart
Your looks are laughable
Unphotographable
Yet you're my favourite work of art

Is your figure less than Greek
Is your mouth a little weak
When you open it to speak
Are you smart?

But don't change a hair for me
Not if you care for me
Stay little Valentine stay
Each day is Valentine's day

Is your figure less than Greek
Is your mouth a little weak
When you open it to speak
Are you smart?

But don't you change one hair for me
Not if you care for me
Stay little Valentine stay
Each day is Valentine's day",Brooding,Cluster 3
426,Make It Easy on Yourself,Walker Brothers,Best of the Walker Brothers,504.mp3,"Oh, breaking up is so 
very hard to do

If you really love him
And there's nothing I can do
Don't try to spare my feelings
Just tell me that we're through

And make it easy on yourself
Make it easy on yourself
'Cause breaking up is so very hard to do

And if the way I hold him
Can't compare to his caress
No words of consolation
Will make me miss you less

My darling, if this is goodbye
I just know I'm gonna cry
So run to him
Before you start crying too

And make it easy on yourself
Make it easy on yourself
'Cause breaking up is so very hard to do
 
Oh, baby,
it's so hard to do

So make it easy on yourself
Make it easy on yourself
'Cause breaking up is so very hard to do
 ",Brooding,Cluster 3
427,Walk on By,"Warwick, Dionne",Very Best of Burt Bacharach [Rhino],505.mp3,"If you see me walking down the street
And I start to cry each time we meet
Walk on by, walk on by

Make believe
that you don't see the tears
Just let me grieve
in private 'cause each time I see you
I break down and cry
And walk on by (don't stop)
And walk on by (don't stop)
And walk on by

I just can't get over losing you
And so if I seem broken and blue
Walk on by, walk on by

Foolish pride
Is all that I have left
So let me hide
The tears and the sadness you gave me
When you said goodbye
Walk on by
and walk on by
and walk by (don't stop)

Walk on by, walk on by
Foolish pride
Is all that I have left
So let me hide
The tears and the sadness you gave me
When you said goodbye
Walk on by (don't stop)
and walk on by (don't stop)
and walk by (don't stop)
 ",Brooding,Cluster 3
